Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
4,26,16,0,54,18,4,51.275,19.038,181.162,157.344
4,26,17,0,58,18,5,55.062,17.858,195.59,171.487
4,26,18,0,17,17,6,16.097,16.176,57.615,36.156
4,26,19,0,0,16,5,0,16,0,0
4,26,20,0,0,16,5,0,16,0,0
4,26,21,0,0,15,5,0,15,0,0
4,26,22,0,0,14,6,0,14,0,0
4,26,23,0,0,13,6,0,13,0,0
4,27,0,0,0,12,7,0,12,0,0
4,27,1,0,0,11,8,0,11,0,0
4,27,2,0,0,10,8,0,10,0,0
4,27,3,0,0,9,8,0,9,0,0
4,27,4,0,0,9,7,0,9,0,0
4,27,5,0,0,9,6,0,9,0,0
4,27,6,0,10,9,4,9.46,7.567,35.177,14.131
4,27,7,0,26,10,4,24.643,8.941,91.086,69.002
4,27,8,0,14,11,4,13.279,9.733,48.912,27.614
4,27,9,0,115,13,4,109.693,13.89,396.677,368.404
4,27,10,46,351,15,4,393.238,22.38,1367.91,1314.204
4,27,11,116,437,17,5,566.836,27.414,1925.938,1853.653
4,27,12,261,443,18,5,731.412,31.89,2432.282,2340.634
4,27,13,60,396,18,5,457.573,26.848,1558.858,1499.121
4,27,14,0,27,17,5,25.677,16.938,91.592,69.498
4,27,15,0,44,16,5,41.812,15.524,150.099,126.888
4,27,16,0,105,14,4,99.975,14.75,360.147,332.659
4,27,17,66,132,12,4,145.008,13.855,511.358,480.539
4,27,18,8,45,10,3,42.256,9.62,154.541,131.243
4,27,19,0,0,8,2,0,8,0,0
4,27,20,0,0,7,2,0,7,0,0
4,27,21,0,0,7,2,0,7,0,0
4,27,22,0,0,7,2,0,7,0,0
4,27,23,0,0,6,2,0,6,0,0
4,28,0,0,0,6,2,0,6,0,0
4,28,1,0,0,7,3,0,7,0,0
4,28,2,0,0,7,3,0,7,0,0
4,28,3,0,0,7,4,0,7,0,0
4,28,4,0,0,7,4,0,7,0,0
4,28,5,0,0,7,4,0,7,0,0
4,28,6,0,18,7,4,17.042,5.715,63.878,42.303
4,28,7,0,45,8,5,42.692,7.431,158.841,135.46
4,28,8,0,135,9,4,128.887,10.336,473.488,443.523
4,28,9,5,182,10,4,178.497,12.643,648.98,614.944
4,28,10,4,161,11,4,158.018,13.305,572.908,540.672
4,28,11,12,238,11,4,241.939,15.128,870.069,830.495
4,28,12,5,164,12,4,162.623,14.557,586.333,553.783
4,28,13,0,128,12,4,122.524,13.491,443.869,414.563
4,28,14,0,115,12,4,109.788,13.119,398.389,370.079
4,28,15,0,86,11,3,81.824,11.516,299.033,272.832
4,28,16,36,197,10,3,210.127,13.59,757.548,720.849
4,28,17,133,135,10,2,168.633,13.383,584.789,552.275
4,28,18,259,51,9,1,59.409,9.339,180.303,156.502
4,28,19,0,0,7,1,0,7,0,0
4,28,20,0,0,6,1,0,6,0,0
4,28,21,0,0,5,1,0,5,0,0
4,28,22,0,0,5,1,0,5,0,0
4,28,23,0,0,4,1,0,4,0,0
4,29,0,0,0,4,1,0,4,0,0
4,29,1,0,0,4,1,0,4,0,0
4,29,2,0,0,4,1,0,4,0,0
4,29,3,0,0,4,1,0,4,0,0
4,29,4,0,0,4,1,0,4,0,0
4,29,5,0,0,4,1,0,4,0,0
4,29,6,76,77,5,2,81.114,5.104,287.479,261.518
4,29,7,0,84,6,3,79.814,6.332,298.37,272.183
4,29,8,0,48,7,4,45.584,6.532,170.26,146.656
4,29,9,9,213,8,4,211.854,11.186,775.177,738.036
4,29,10,0,124,9,4,118.532,10.477,435.177,406.062
4,29,11,17,296,10,4,304.394,15.421,1093.232,1047.608
4,29,12,13,257,10,4,262.069,14.885,943.495,901.982
4,29,13,19,304,11,4,313.893,16.95,1119.582,1073.213
4,29,14,8,200,12,5,199.322,15.052,716.998,681.306
4,29,15,0,131,12,5,125.093,13.401,453.358,423.842
4,29,16,0,114,11,5,108.6,11.942,396.143,367.882
4,29,17,0,43,10,4,40.787,9.521,150.373,127.156
4,29,18,0,14,9,4,13.25,7.742,49.232,27.927
4,29,19,0,0,8,4,0,8,0,0
4,29,20,0,0,8,5,0,8,0,0
4,29,21,0,0,7,5,0,7,0,0
4,29,22,0,0,7,5,0,7,0,0
4,29,23,0,0,7,5,0,7,0,0
4,30,0,0,0,6,6,0,6,0,0
4,30,1,0,0,6,6,0,6,0,0
4,30,2,0,0,6,5,0,6,0,0
4,30,3,0,0,6,5,0,6,0,0
4,30,4,0,0,6,5,0,6,0,0
4,30,5,0,0,6,4,0,6,0,0
4,30,6,0,3,6,4,2.836,4.386,10.692,0
4,30,7,0,43,7,4,40.792,6.254,152.546,129.287
4,30,8,0,124,8,4,118.25,9.084,436.804,407.654
4,30,9,0,28,9,4,26.608,8.213,98.66,76.433
4,30,10,9,214,10,3,214.31,13.542,776.163,738.996
4,30,11,0,101,10,3,96.478,11.155,353.152,325.813
4,30,12,5,161,10,2,159.689,12.725,580.48,548.067
4,30,13,5,163,11,2,161.31,14.005,583.034,550.561
4,30,14,7,197,11,2,195.499,14.956,703.555,668.193
4,30,15,0,110,11,2,104.836,12.565,381.358,353.416
4,30,16,0,81,11,2,76.994,11.456,281.459,255.621
4,30,17,0,38,10,2,36.034,9.184,133.047,110.164
4,30,18,8,48,13,1,45.049,12.168,162.937,139.475
4,30,19,0,0,11,2,0,11,0,0
4,30,20,0,0,10,3,0,10,0,0
4,30,21,0,0,9,3,0,9,0,0
4,30,22,0,0,9,4,0,9,0,0
4,30,23,0,0,9,4,0,9,0,0
5,1,0,0,0,8,3,0,8,0,0
5,1,1,0,0,7,3,0,7,0,0
5,1,2,0,0,7,3,0,7,0,0
5,1,3,0,0,6,3,0,6,0,0
5,1,4,0,0,6,3,0,6,0,0
5,1,5,0,0,6,3,0,6,0,0
5,1,6,0,7,6,4,6.621,4.471,24.95,4.091
5,1,7,0,21,7,4,19.901,5.794,74.569,52.794
5,1,8,0,44,9,4,41.781,8.335,154.84,131.537
5,1,9,12,228,11,3,228.796,14.943,823.244,784.881
5,1,10,129,401,12,3,527.277,23.618,1823.368,1754.715
5,1,11,83,425,14,3,511.173,25.97,1748.749,1682.677
5,1,12,72,423,15,3,500.307,26.66,1706.035,1641.418
5,1,13,303,414,15,3,727.356,31.925,2418.113,2327.04
5,1,14,839,144,16,4,882.385,35.107,2882.751,2771.874
5,1,15,198,310,15,4,452.619,25.287,1547.616,1488.243
5,1,16,337,210,14,3,384.803,22.787,1306.519,1254.68
5,1,17,75,131,13,2,146.749,16.416,510.11,479.318
5,1,18,55,53,11,1,51.121,10.965,178.7,154.93
5,1,19,0,0,9,1,0,9,0,0
5,1,20,0,0,9,1,0,9,0,0
5,1,21,0,0,8,1,0,8,0,0
5,1,22,0,0,8,1,0,8,0,0
5,1,23,0,0,7,1,0,7,0,0
5,2,0,0,0,7,1,0,7,0,0
5,2,1,0,0,7,1,0,7,0,0
5,2,2,0,0,6,1,0,6,0,0
5,2,3,0,0,6,1,0,6,0,0
5,2,4,0,0,5,1,0,5,0,0
5,2,5,0,0,6,1,0,6,0,0
5,2,6,358,73,8,2,116.393,9.139,348.45,321.212
5,2,7,585,113,11,2,330.889,18.505,1079.397,1034.162
5,2,8,712,139,14,2,562.906,28.364,1859.296,1789.383
5,2,9,788,154,16,1,770.936,40.098,2447.146,2354.895
5,2,10,834,163,17,1,929.94,46.308,2872.806,2762.375
5,2,11,858,166,18,1,1026.288,50.451,3104.871,2983.818
5,2,12,863,166,18,0,1049.904,58.085,3047.166,2928.801
5,2,13,850,164,19,0,999.464,57.682,2906.581,2794.635
5,2,14,457,310,19,0,724.21,49.492,2199.554,2117.103
5,2,15,562,209,19,0,620.177,44.797,1918.092,1846.089
5,2,16,670,112,18,0,466.025,38.32,1446.735,1390.58
5,2,17,319,128,17,0,218.619,27.786,682.811,647.956
5,2,18,153,56,16,0,59.151,18.217,186.323,162.403
5,2,19,0,0,14,0,0,14,0,0
5,2,20,0,0,13,0,0,13,0,0
5,2,21,0,0,11,1,0,11,0,0
5,2,22,0,0,9,1,0,9,0,0
5,2,23,0,0,8,1,0,8,0,0
5,3,0,0,0,8,1,0,8,0,0
5,3,1,0,0,8,1,0,8,0,0
5,3,2,0,0,7,1,0,7,0,0
5,3,3,0,0,6,1,0,6,0,0
5,3,4,0,0,6,1,0,6,0,0
5,3,5,0,6,7,1,5.674,4.475,21.38,0.586
5,3,6,112,76,10,1,86.053,10.319,290.736,264.707
5,3,7,615,102,12,2,332.169,19.431,1075.158,1030.041
5,3,8,737,123,16,2,562.134,30.307,1838.241,1769.068
5,3,9,808,137,18,2,767.667,38.218,2459.644,2366.882
5,3,10,850,146,19,1,927.231,48.078,2837.93,2729.052
5,3,11,177,449,20,1,637.732,41.611,2020.563,1944.841
5,3,12,276,445,21,0,747.095,50.039,2265.437,2180.433
5,3,13,222,435,21,0,661.938,48.071,2028.065,1952.067
5,3,14,187,388,20,0,557.174,43.392,1748.148,1682.097
5,3,15,84,304,19,0,359.871,35.33,1174.412,1126.473
5,3,16,16,183,18,0,183.279,26.561,623.895,590.458
5,3,17,0,19,17,0,17.998,17.014,64.178,42.597
5,3,18,17,52,15,1,48.817,14.255,173.558,149.889
5,3,19,0,0,14,1,0,14,0,0
5,3,20,0,0,13,2,0,13,0,0
5,3,21,0,0,12,2,0,12,0,0
5,3,22,0,0,12,2,0,12,0,0
5,3,23,0,0,11,2,0,11,0,0
5,4,0,0,0,10,1,0,10,0,0
5,4,1,0,0,10,1,0,10,0,0
5,4,2,0,0,9,1,0,9,0,0
5,4,3,0,0,9,1,0,9,0,0
5,4,4,0,0,8,0,0,8,0,0
5,4,5,0,6,9,0,5.674,5.032,21.329,0.535
5,4,6,0,11,11,0,10.408,7.27,38.752,17.64
5,4,7,0,88,14,1,83.604,14.351,301.712,275.456
5,4,8,0,112,17,2,106.682,18.304,378.182,350.309
5,4,9,5,184,18,3,180.324,21.003,631.283,597.67
5,4,10,46,358,19,4,399.356,26.665,1361.577,1308.066
5,4,11,821,176,19,4,1000.963,39.86,3199.502,3073.974
5,4,12,435,383,20,4,849.364,38.845,2729.119,2625.013
5,4,13,10,213,20,5,214.949,24.336,741.03,704.743
5,4,14,103,381,20,4,469.824,29.257,1581.672,1521.192
5,4,15,189,315,19,4,450.919,28.373,1519.721,1461.248
5,4,16,264,217,18,3,354.059,26.037,1188.22,1139.881
5,4,17,32,127,17,2,130.227,19.888,452.236,422.745
5,4,18,6,52,15,2,48.638,14.825,174.192,150.511
5,4,19,0,0,14,2,0,14,0,0
5,4,20,0,0,14,2,0,14,0,0
5,4,21,0,0,14,2,0,14,0,0
5,4,22,0,0,13,3,0,13,0,0
5,4,23,0,0,12,3,0,12,0,0
5,5,0,0,0,11,2,0,11,0,0
5,5,1,0,0,10,2,0,10,0,0
5,5,2,0,0,9,2,0,9,0,0
5,5,3,0,0,9,2,0,9,0,0
5,5,4,0,0,8,2,0,8,0,0
5,5,5,44,12,9,2,10.326,7.154,38.465,17.359
5,5,6,439,65,11,3,123.821,12.28,351.627,324.321
5,5,7,634,98,14,3,337.186,20.796,1084.099,1038.732
5,5,8,734,122,17,4,561.037,28.479,1851.547,1781.907
5,5,9,786,143,19,5,758.285,33.406,2488.651,2394.701
5,5,10,524,310,20,5,804.083,35.609,2623.669,2524.082
5,5,11,531,352,21,6,901.193,36.754,2925.896,2813.079
5,5,12,416,390,22,6,837.291,36.774,2718.338,2614.698
5,5,13,132,439,23,6,579.167,33.195,1913.684,1841.839
5,5,14,153,391,23,5,530.543,33.071,1753.164,1686.941
5,5,15,274,304,22,5,505.645,31.499,1676.996,1613.358
5,5,16,293,214,21,4,366.221,28.623,1212.423,1163.379
5,5,17,258,129,20,4,201.997,23.77,650.222,616.156
5,5,18,0,14,18,4,13.25,17.234,47.198,25.931
5,5,19,0,0,16,4,0,16,0,0
5,5,20,0,0,15,4,0,15,0,0
5,5,21,0,0,15,4,0,15,0,0
5,5,22,0,0,14,3,0,14,0,0
5,5,23,0,0,13,3,0,13,0,0
5,6,0,0,0,13,3,0,13,0,0
5,6,1,0,0,12,3,0,12,0,0
5,6,2,0,0,12,2,0,12,0,0
5,6,3,0,0,12,2,0,12,0,0
5,6,4,0,0,12,3,0,12,0,0
5,6,5,0,4,12,3,3.78,10.297,13.89,0
5,6,6,174,79,13,4,98.116,13.611,316.004,289.449
5,6,7,0,108,15,4,102.575,15.946,367.53,339.885
5,6,8,0,25,17,4,23.727,16.233,84.905,62.937
5,6,9,0,37,19,3,35.174,18.283,124.703,101.981
5,6,10,0,108,21,3,103.094,22.005,359.299,331.83
5,6,11,831,162,22,2,996.701,46.414,3080.396,2960.486
5,6,12,11,222,23,2,225.334,30.57,754.154,717.54
5,6,13,856,143,24,3,976.966,45.699,3030.231,2912.649
5,6,14,21,289,24,4,297.945,31.121,994.375,951.489
5,6,15,824,110,24,4,708.086,38.457,2257.281,2172.595
5,6,16,478,174,23,4,426.896,32.331,1377.048,1323.061
5,6,17,345,119,21,3,220.258,25.815,690.662,655.616
5,6,18,400,46,18,1,68.026,19.074,175.881,152.166
5,6,19,0,0,16,1,0,16,0,0
5,6,20,0,0,15,1,0,15,0,0
5,6,21,0,0,15,1,0,15,0,0
5,6,22,0,0,15,0,0,15,0,0
5,6,23,0,0,15,0,0,15,0,0
5,7,0,0,0,14,0,0,14,0,0
5,7,1,0,0,13,0,0,13,0,0
5,7,2,0,0,13,0,0,13,0,0
5,7,3,0,0,12,1,0,12,0,0
5,7,4,0,0,12,1,0,12,0,0
5,7,5,0,11,13,2,10.414,11.243,38.103,17.004
5,7,6,0,73,14,2,68.365,13.923,247.191,222.053
5,7,7,366,143,16,2,279.855,21.961,920.029,879.141
5,7,8,82,252,19,3,293.952,25.179,1004.35,961.191
5,7,9,0,101,21,3,96.216,22.51,334.546,307.602
5,7,10,840,136,22,4,909.436,40.301,2897.707,2786.159
5,7,11,92,424,23,4,517.773,34.66,1698.653,1634.285
5,7,12,140,464,24,3,620.091,38.335,1997.555,1922.676
5,7,13,0,92,25,3,87.799,27.21,298.614,272.421
5,7,14,817,140,25,2,860.468,45.917,2661.392,2560.2
5,7,15,711,159,25,2,679.314,43.663,2111.174,2032.083
5,7,16,631,138,24,2,473.718,36.98,1485.559,1428.177
5,7,17,501,106,23,2,255.363,29.686,768.128,731.163
5,7,18,292,56,20,2,69.194,20.932,195.139,171.045
5,7,19,0,0,18,3,0,18,0,0
5,7,20,0,0,16,3,0,16,0,0
5,7,21,0,0,15,2,0,15,0,0
5,7,22,0,0,15,1,0,15,0,0
5,7,23,0,0,14,1,0,14,0,0
5,8,0,0,0,14,1,0,14,0,0
5,8,1,0,0,14,0,0,14,0,0
5,8,2,0,0,14,0,0,14,0,0
5,8,3,0,0,14,0,0,14,0,0
5,8,4,0,0,14,0,0,14,0,0
5,8,5,0,1,14,0,0.944,10.051,3.474,0
5,8,6,0,68,15,0,63.889,13.886,231.045,206.234
5,8,7,64,165,17,0,181.843,22.548,622.525,589.12
5,8,8,319,241,20,1,430.373,32.321,1409.32,1354.335
5,8,9,734,169,21,1,748.385,43.664,2333.879,2246.181
5,8,10,782,179,23,2,901.696,46.883,2777.475,2671.261
5,8,11,806,185,24,3,996.172,47.641,3059.031,2940.115
5,8,12,400,400,25,5,823.136,41.379,2611.163,2512.105
5,8,13,313,420,24,7,741.622,35.829,2418.797,2327.697
5,8,14,116,391,22,8,497.964,29.144,1677.281,1613.633
5,8,15,716,170,19,8,694.297,28.792,2323.442,2236.158
5,8,16,348,206,17,7,387.317,22.917,1314.273,1262.2
5,8,17,613,91,16,6,276.94,20.21,858.164,818.9
5,8,18,400,52,15,5,74.817,15.577,201.439,177.221
5,8,19,0,0,13,4,0,13,0,0
5,8,20,0,0,11,4,0,11,0,0
5,8,21,0,0,10,5,0,10,0,0
5,8,22,0,0,9,6,0,9,0,0
5,8,23,0,0,8,5,0,8,0,0
5,9,0,0,0,8,5,0,8,0,0
5,9,1,0,0,7,4,0,7,0,0
5,9,2,0,0,6,3,0,6,0,0
5,9,3,0,0,5,3,0,5,0,0
5,9,4,0,0,5,3,0,5,0,0
5,9,5,54,16,5,4,13.635,3.619,51.571,30.224
5,9,6,156,90,7,4,106.367,7.748,358.871,331.41
5,9,7,673,99,9,5,356.316,14.765,1178.961,1130.891
5,9,8,792,116,11,4,591.829,23.25,2002.028,1926.986
5,9,9,854,129,13,4,798.339,30.136,2661.987,2560.77
5,9,10,888,139,15,4,950.868,35.714,3100.119,2979.289
5,9,11,908,142,16,3,1044.717,41.17,3317.273,3186.061
5,9,12,912,142,17,3,1067.202,42.84,3360.199,3226.883
5,9,13,900,141,18,2,1017.642,45.871,3153.575,3030.23
5,9,14,872,136,19,2,904.174,43.906,2825.861,2717.517
5,9,15,825,126,19,2,726.349,39.17,2308.049,2221.373
5,9,16,745,112,19,1,508.169,36.087,1595.632,1534.694
5,9,17,600,93,18,0,275.517,31.094,813.093,774.99
5,9,18,343,58,16,0,75.519,19.565,209.017,184.648
5,9,19,0,0,13,1,0,13,0,0
5,9,20,0,0,12,1,0,12,0,0
5,9,21,0,0,11,1,0,11,0,0
5,9,22,0,0,10,1,0,10,0,0
5,9,23,0,0,10,1,0,10,0,0
5,10,0,0,0,9,2,0,9,0,0
5,10,1,0,0,9,2,0,9,0,0
5,10,2,0,0,9,2,0,9,0,0
5,10,3,0,0,8,2,0,8,0,0
5,10,4,0,0,8,1,0,8,0,0
5,10,5,0,13,8,1,12.311,5.726,46.145,24.898
5,10,6,60,85,8,1,87.95,8.389,311.906,285.437
5,10,7,80,169,9,2,191.782,12.58,685.095,650.185
5,10,8,293,247,10,2,421.234,20.215,1462.082,1405.444
5,10,9,179,347,11,2,487.045,23.729,1680.546,1616.788
5,10,10,400,355,13,2,730.836,32.233,2424.862,2333.516
5,10,11,165,456,14,2,631.67,31.42,2105.353,2026.48
5,10,12,226,461,16,2,702.439,34.851,2302.356,2215.905
5,10,13,45,387,17,1,431.233,31.78,1434.789,1379.009
5,10,14,0,94,17,1,89.588,19.873,315.316,288.776
5,10,15,0,113,16,1,107.7,17.643,382.941,354.965
5,10,16,0,107,15,1,101.822,16.524,363.881,336.314
5,10,17,0,109,14,0,103.131,16.542,368.529,340.862
5,10,18,0,9,13,0,8.513,10.732,31.219,10.246
5,10,19,0,0,11,0,0,11,0,0
5,10,20,0,0,11,0,0,11,0,0
5,10,21,0,0,10,0,0,10,0,0
5,10,22,0,0,9,0,0,9,0,0
5,10,23,0,0,8,1,0,8,0,0
5,11,0,0,0,8,1,0,8,0,0
5,11,1,0,0,7,0,0,7,0,0
5,11,2,0,0,7,0,0,7,0,0
5,11,3,0,0,6,0,0,6,0,0
5,11,4,0,0,6,0,0,6,0,0
5,11,5,52,18,7,0,15.268,3.375,57.806,36.343
5,11,6,404,78,9,0,133.652,11.573,395.506,367.258
5,11,7,612,112,12,0,347.262,24.753,1104.803,1058.853
5,11,8,728,134,15,0,573.609,37.179,1817.105,1748.671
5,11,9,794,149,16,1,773.394,40.215,2454.362,2361.816
5,11,10,8,204,17,1,203.399,25.194,698.375,663.14
5,11,11,520,359,18,2,896.995,40.389,2859.635,2749.792
5,11,12,466,386,19,2,882.293,43.019,2775.455,2669.33
5,11,13,24,333,20,3,346.819,28.939,1169.858,1122.05
5,11,14,491,304,20,3,746.884,36.89,2420.282,2329.121
5,11,15,292,306,20,3,520.065,32.638,1715.216,1650.288
5,11,16,654,140,19,3,489.329,30.38,1585.599,1524.989
5,11,17,387,118,18,2,233.653,24.144,735.52,699.37
5,11,18,296,63,15,2,77.303,15.989,225.656,200.953
5,11,19,0,0,13,2,0,13,0,0
5,11,20,0,0,13,2,0,13,0,0
5,11,21,0,0,13,3,0,13,0,0
5,11,22,0,0,12,3,0,12,0,0
5,11,23,0,0,12,3,0,12,0,0
5,12,0,0,0,11,3,0,11,0,0
5,12,1,0,0,10,3,0,10,0,0
5,12,2,0,0,10,2,0,10,0,0
5,12,3,0,0,10,2,0,10,0,0
5,12,4,0,0,10,2,0,10,0,0
5,12,5,0,7,11,3,6.62,9.349,24.425,3.575
5,12,6,0,58,12,4,54.867,11.637,200.411,176.213
5,12,7,19,152,14,5,151.404,15.702,540.18,508.701
5,12,8,52,245,16,6,269.043,19.761,944.213,902.681
5,12,9,130,349,18,6,451.077,25.148,1546.808,1487.461
5,12,10,0,56,19,7,53.334,19.304,188.206,164.249
5,12,11,0,76,20,7,72.486,20.197,254.742,229.451
5,12,12,0,70,21,7,66.77,21.141,233.638,208.774
5,12,13,0,114,20,7,108.993,20.8,381.981,354.025
5,12,14,0,93,18,7,88.633,18.49,313.933,287.422
5,12,15,0,41,18,6,38.969,17.639,138.564,115.575
5,12,16,0,78,18,6,74.143,18.196,262.963,237.505
5,12,17,396,136,17,5,253.75,20.782,816.07,777.89
5,12,18,0,28,16,4,26.537,15.606,95.23,73.068
5,12,19,0,0,16,4,0,16,0,0
5,12,20,0,0,16,5,0,16,0,0
5,12,21,0,0,16,5,0,16,0,0
5,12,22,0,0,16,5,0,16,0,0
5,12,23,0,0,16,4,0,16,0,0
5,13,0,0,0,16,3,0,16,0,0
5,13,1,0,0,16,2,0,16,0,0
5,13,2,0,0,15,0,0,15,0,0
5,13,3,0,0,15,0,0,15,0,0
5,13,4,0,0,15,2,0,15,0,0
5,13,5,0,7,16,3,6.62,14.452,23.879,3.039
5,13,6,33,86,17,3,84.964,17.409,295.019,268.901
5,13,7,0,122,19,2,115.77,20.597,406.111,377.634
5,13,8,140,268,21,1,347.521,30.477,1155.456,1108.063
5,13,9,0,113,22,1,107.744,25.091,370.135,342.434
5,13,10,0,32,23,3,30.461,22.489,105.924,83.559
5,13,11,23,337,23,5,350.334,28.687,1183.154,1134.962
5,13,12,196,471,23,6,682.06,34.367,2240.903,2156.854
5,13,13,719,229,22,7,945.779,36.917,3067.767,2948.446
5,13,14,751,187,22,7,855.482,35.755,2786.682,2680.065
5,13,15,771,143,22,7,707.42,33.29,2315.703,2228.725
5,13,16,738,112,21,7,506.515,28.897,1648.46,1585.775
5,13,17,683,65,19,6,277.336,23.411,835.716,797.032
5,13,18,391,58,16,5,81.3,16.719,221.339,196.723
5,13,19,0,0,14,4,0,14,0,0
5,13,20,0,0,12,3,0,12,0,0
5,13,21,0,0,10,3,0,10,0,0
5,13,22,0,0,9,3,0,9,0,0
5,13,23,0,0,8,3,0,8,0,0
5,14,0,0,0,8,4,0,8,0,0
5,14,1,0,0,7,4,0,7,0,0
5,14,2,0,0,6,3,0,6,0,0
5,14,3,0,0,5,2,0,5,0,0
5,14,4,0,0,4,1,0,4,0,0
5,14,5,120,22,5,1,17.028,2.823,64.621,43.032
5,14,6,516,68,7,2,144.752,8.991,414.595,385.932
5,14,7,694,96,9,2,364.949,17.541,1193.797,1145.296
5,14,8,785,117,10,1,591.587,28.289,1955.683,1882.327
5,14,9,844,130,12,1,793.577,37.098,2557.848,2461.03
5,14,10,876,139,14,1,941.123,43.926,2943.752,2830.126
5,14,11,901,138,16,1,1034.27,48.874,3155.432,3031.999
5,14,12,901,141,18,1,1055.411,51.618,3173.444,3049.157
5,14,13,882,142,19,2,1001.781,46.394,3096.01,2975.372
5,14,14,620,259,20,2,814.655,42.609,2564.26,2467.174
5,14,15,216,323,20,2,477.353,33.557,1568.784,1508.724
5,14,16,453,187,19,2,428.422,30.244,1399.395,1344.718
5,14,17,78,146,18,1,162.176,23.192,547.907,516.25
5,14,18,62,70,16,1,67.559,16.704,230.195,205.401
5,14,19,0,0,14,2,0,14,0,0
5,14,20,0,0,14,2,0,14,0,0
5,14,21,0,0,14,3,0,14,0,0
5,14,22,0,0,13,3,0,13,0,0
5,14,23,0,0,13,3,0,13,0,0
5,15,0,0,0,12,3,0,12,0,0
5,15,1,0,0,11,3,0,11,0,0
5,15,2,0,0,11,2,0,11,0,0
5,15,3,0,0,11,2,0,11,0,0
5,15,4,0,0,11,2,0,11,0,0
5,15,5,0,16,12,2,15.16,10.353,55.689,34.265
5,15,6,0,21,13,2,19.888,11.563,72.668,50.929
5,15,7,0,10,15,2,9.474,13.337,34.346,13.315
5,15,8,0,15,17,2,14.234,15.485,51.107,29.769
5,15,9,0,31,18,3,29.471,17.095,105.051,82.703
5,15,10,0,59,19,2,56.199,18.769,198.8,174.634
5,15,11,0,58,21,2,55.299,20.89,193.721,169.655
5,15,12,0,96,22,2,91.754,22.91,318.439,291.833
5,15,13,0,75,22,4,71.513,22.367,248.817,223.647
5,15,14,3,157,21,7,152.914,22.528,531.622,500.34
5,15,15,0,30,20,7,28.507,19.596,100.462,78.201
5,15,16,0,38,19,7,36.072,18.57,127.718,104.938
5,15,17,376,124,18,6,237.339,21.076,761.817,725.011
5,15,18,16,64,17,5,59.855,17.245,210.336,185.94
5,15,19,0,0,15,5,0,15,0,0
5,15,20,0,0,13,4,0,13,0,0
5,15,21,0,0,11,4,0,11,0,0
5,15,22,0,0,10,4,0,10,0,0
5,15,23,0,0,9,5,0,9,0,0
5,16,0,0,0,8,4,0,8,0,0
5,16,1,0,0,7,4,0,7,0,0
5,16,2,0,0,6,4,0,6,0,0
5,16,3,0,0,5,4,0,5,0,0
5,16,4,0,0,4,4,0,4,0,0
5,16,5,119,25,4,4,19.433,2.741,73.773,52.013
5,16,6,487,76,6,5,148.935,7.516,439.438,410.23
5,16,7,668,109,7,6,368.748,12.434,1239.955,1190.102
5,16,8,783,129,9,6,603.46,18.878,2085.99,2007.843
5,16,9,862,138,11,6,816.149,24.937,2790.254,2683.48
5,16,10,912,142,13,6,976.938,30.04,3274.703,3145.56
5,16,11,939,141,14,5,1074.735,35.152,3517.097,3333.333
5,16,12,947,139,15,5,1099.576,36.781,3569.767,3333.333
5,16,13,944,132,16,5,1051.561,36.898,3411.107,3275.272
5,16,14,924,125,17,4,934.608,37.807,3012.932,2896.147
5,16,15,871,121,17,4,756.832,33.85,2469.71,2376.537
5,16,16,800,107,16,3,536.219,29.099,1742.684,1676.82
5,16,17,677,88,15,2,299.017,23.056,914.465,873.724
5,16,18,442,59,12,1,89.26,14.114,241.26,216.243
5,16,19,0,0,10,1,0,10,0,0
5,16,20,0,0,9,1,0,9,0,0
5,16,21,0,0,8,1,0,8,0,0
5,16,22,0,0,6,1,0,6,0,0
5,16,23,0,0,6,2,0,6,0,0
5,17,0,0,0,6,2,0,6,0,0
5,17,1,0,0,6,3,0,6,0,0
5,17,2,0,0,5,3,0,5,0,0
5,17,3,0,0,4,2,0,4,0,0
5,17,4,0,0,4,2,0,4,0,0
5,17,5,0,2,6,2,1.889,3.858,7.138,0
5,17,6,0,13,8,2,12.304,6.196,46.025,24.78
5,17,7,100,178,10,2,208.231,13.77,738.255,702.038
5,17,8,5,180,14,2,174.872,17.573,621.674,588.29
5,17,9,345,322,16,3,595.172,29.03,2000.668,1925.676
5,17,10,146,420,17,3,559.095,30.216,1873.869,1803.441
5,17,11,117,455,18,4,581.748,30.365,1948.9,1875.789
5,17,12,442,392,19,4,863.016,37.338,2794.01,2687.071
5,17,13,456,368,18,4,831.425,36.253,2705.934,2602.83
5,17,14,727,204,18,4,852.508,36.632,2765.162,2659.487
5,17,15,689,181,18,4,688.268,33.218,2255.769,2171.142
5,17,16,634,148,18,4,489.228,28.647,1601.389,1540.262
5,17,17,588,86,17,4,269.837,22.489,831.887,793.302
5,17,18,358,55,15,4,78.155,15.776,214.364,189.888
5,17,19,0,0,14,5,0,14,0,0
5,17,20,0,0,12,5,0,12,0,0
5,17,21,0,0,12,5,0,12,0,0
5,17,22,0,0,11,6,0,11,0,0
5,17,23,0,0,11,6,0,11,0,0
5,18,0,0,0,11,6,0,11,0,0
